id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,result
89,0,0,0,1,0,0,1,1,0,1,2,1,6,1,5,13,15,15,29,21,25,38,37,40,49,51,66,73,66,82,77,64,68,73,41,39,43,44,36,35,34,39,48,41,48,37,41,43,37,47,41,55,39,60,37,50,57,42,44,33,40,31,21,24,27,21,10,14,18,8,19,12,12,15,13,20,18,15,16,17,17,22,10,17,18,16,7,10,12,17,18,14,15,15,21,18,17,24,19,23,13,15,16,20,19,28,17,18,17,18,21,16,11,28,20,22,25,26,21,26,26,23,20,25,23,27,24,30,26,19,30,25,26,21,25,28,23,31,32,24,23,34,26,30,26,30,30,23,29,22,21,15,25,25,20,26,23,21,23,33,15,25,18,21,20,25,22,26,22,23,29,24,17,17,31,18,32,25,21,19,26,36,31,35,33,37,34,42,38,33,50,43,40,40,56,38,47,44,44,47,49,28,31,37,27,19,13,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,9,6,12,19,21,28,37,52,57,81,93,90,104,92,76,62,70,81,73,72,58,64,79,62,69,70,58,62,56,74,65,56,71,53,56,43,34,42,25,26,25,20,15,21,17,21,12,20,15,16,24,11,17,9,16,24,14,14,18,13,12,15,11,12,14,19,22,10,12,20,21,8,19,22,18,13,16,17,13,12,20,11,9,10,27,15,21,25,15,20,15,14,29,21,28,22,20,18,24,21,13,22,18,17,21,17,20,21,20,20,22,26,23,17,18,18,23,20,19,12,18,18,25,19,22,28,23,20,35,24,31,29,16,21,21,26,30,29,32,30,33,24,32,36,36,31,33,30,32,39,40,40,37,39,31,26,33,32,31,31,27,21,24,19,27,23,29,19,23,34,20,17,27,27,15,26,22,26,29,27,40,25,31,27,24,17,22,18,18,13,12,7,1,1,0,3,1,0,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
91,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,3,9,10,12,14,24,25,44,59,86,86,77,82,61,75,74,76,78,69,57,65,76,70,80,67,67,58,47,62,74,67,45,46,44,54,50,34,41,41,34,39,18,24,22,18,25,20,15,21,19,18,23,14,27,8,12,18,16,9,17,15,18,20,15,16,10,14,25,18,25,17,27,16,17,19,25,20,26,26,22,13,18,15,21,16,18,16,26,21,23,22,14,23,22,18,23,18,17,13,18,28,17,18,21,17,17,22,17,18,19,22,19,25,21,25,17,23,17,24,26,20,25,27,13,21,31,16,25,22,20,22,25,39,28,23,35,22,35,29,29,31,34,29,22,24,36,31,34,28,29,24,33,23,23,34,27,26,31,25,19,16,18,21,23,17,26,31,26,23,26,27,28,25,27,34,28,30,24,17,22,20,15,21,18,24,22,17,27,21,25,26,22,16,13,11,8,2,3,7,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,2,8,14,11,24,28,24,31,49,70,81,85,85,70,78,69,62,77,70,58,51,48,62,50,56,72,69,53,56,77,56,55,62,54,44,40,38,33,38,27,24,33,24,23,29,24,20,21,19,20,15,15,20,21,14,12,15,19,16,16,8,13,24,15,14,10,24,18,21,24,18,19,20,27,17,14,20,19,20,16,12,17,17,22,13,16,19,21,13,24,23,21,26,20,18,18,15,23,23,22,22,18,25,19,19,15,14,26,15,16,22,22,15,19,22,17,14,28,19,21,19,18,17,21,21,24,26,27,29,21,29,30,36,27,31,34,22,37,30,28,34,28,31,38,33,36,32,30,30,51,26,36,31,30,37,27,34,28,25,35,27,28,29,25,25,33,29,27,26,25,23,29,24,26,24,26,25,26,17,20,27,25,34,27,36,20,28,20,20,24,20,20,9,4,1,2,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,6,4,10,7,15,22,30,39,55,68,86,75,81,58,61,51,61,46,43,52,50,56,55,48,48,60,68,60,55,50,51,50,51,51,39,46,50,24,24,41,25,28,25,24,24,28,12,18,19,14,28,12,23,11,13,18,15,15,18,17,13,9,16,25,21,21,19,19,15,17,16,20,29,16,10,21,24,20,15,11,16,24,22,15,18,24,24,20,16,11,17,35,25,27,18,26,16,18,21,27,15,26,25,22,26,15,28,16,23,25,25,18,21,20,17,17,22,22,16,21,24,26,26,30,38,21,18,23,30,33,26,27,27,36,31,33,30,28,34,29,31,31,34,26,37,26,33,34,43,30,37,36,49,41,31,33,39,35,30,32,22,28,36,27,27,26,19,29,21,26,29,33,28,26,20,18,28,18,26,28,34,31,37,26,28,31,25,24,32,27,26,19,13,7,6,8,5,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
94,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,1,4,4,9,14,24,17,27,35,46,74,87,90,88,61,48,51,59,45,54,41,55,56,44,44,62,59,49,51,64,59,58,41,47,60,41,48,38,33,35,37,29,41,29,25,23,17,23,15,19,14,10,20,17,19,17,20,17,17,11,13,15,17,17,15,10,13,17,26,23,22,16,29,19,8,22,12,19,24,21,27,18,17,20,19,16,21,21,23,22,23,23,23,17,19,23,23,25,20,18,19,26,26,20,21,19,24,20,12,15,18,22,19,21,19,20,20,17,28,23,23,24,18,28,31,24,27,27,25,21,27,24,20,23,28,31,25,28,28,33,33,27,33,38,32,32,42,38,36,31,42,37,38,44,42,39,40,34,32,33,28,26,30,29,38,37,20,18,30,29,28,27,15,14,12,20,19,28,32,23,29,27,24,34,22,28,28,23,25,22,40,31,27,10,5,13,11,7,4,3,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
95,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,5,6,4,2,18,27,37,44,43,42,74,85,79,111,97,70,89,90,75,60,70,67,74,72,73,69,81,67,64,68,47,67,82,50,58,58,33,30,31,35,31,27,26,34,26,21,21,20,17,21,27,17,19,17,12,13,17,14,14,13,13,19,14,14,16,15,14,22,14,19,9,19,11,22,16,19,23,18,17,29,12,21,19,17,17,20,13,24,21,17,13,21,18,21,15,24,9,14,28,18,13,19,16,17,15,19,23,16,24,15,13,17,18,19,18,16,14,21,20,11,15,13,12,20,11,17,18,31,23,21,26,31,31,30,20,22,26,28,21,29,30,25,28,26,36,32,35,34,26,35,28,27,26,25,38,22,31,30,31,23,30,20,30,23,23,24,19,21,25,18,24,19,28,27,21,32,29,30,27,22,26,28,26,30,32,27,23,24,27,21,27,18,17,5,9,5,3,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
96,0,0,0,0,0,0,0,0,1,1,0,1,0,2,3,3,5,8,13,6,18,13,25,25,30,55,60,89,93,118,101,86,65,86,63,79,72,46,51,59,50,76,73,62,57,59,52,75,63,72,70,54,56,39,31,39,25,28,33,26,28,24,27,14,23,15,15,9,15,13,13,18,24,13,21,12,22,12,11,13,18,13,11,11,17,21,15,20,11,17,12,18,11,15,18,19,18,22,17,15,14,10,13,20,13,13,14,19,11,23,18,26,13,18,15,17,22,16,13,18,15,17,18,22,17,16,15,19,16,17,25,16,9,13,20,21,22,23,29,22,17,15,15,16,22,23,28,26,29,31,28,24,27,29,32,30,23,30,31,30,41,31,31,35,47,26,36,30,49,51,31,29,30,30,28,22,35,30,26,25,25,21,21,13,23,24,22,21,16,23,26,32,35,24,24,31,32,32,25,25,26,37,35,33,30,31,19,12,12,6,6,3,5,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
97,0,0,0,0,1,0,0,0,0,0,2,1,2,6,5,8,8,5,12,8,13,22,18,27,38,49,59,87,89,91,90,71,73,61,56,47,54,58,51,52,53,60,47,68,68,51,54,59,61,68,58,58,68,38,38,38,31,26,31,23,36,22,23,14,24,6,20,20,14,11,17,11,11,16,27,24,16,24,16,22,25,23,10,20,15,25,13,11,21,21,17,11,14,11,14,20,11,18,21,15,9,16,23,16,17,15,16,15,11,20,27,15,15,19,21,20,21,17,18,10,13,14,17,18,10,16,21,14,14,16,25,15,15,21,27,24,20,23,18,21,20,23,24,29,33,27,22,27,31,27,37,29,30,29,26,25,25,37,45,28,39,41,37,44,39,41,32,37,37,25,47,29,29,29,29,23,34,21,34,25,13,17,24,25,25,33,18,15,32,25,29,34,22,27,32,36,22,28,27,33,45,31,31,41,39,28,13,15,5,2,2,4,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
98,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,6,7,10,17,18,12,29,25,43,69,55,81,95,88,70,84,76,74,66,69,68,56,40,50,54,49,46,47,49,59,55,53,48,55,42,53,49,55,35,38,28,32,32,30,20,22,12,26,14,16,16,24,15,26,10,20,20,18,14,16,17,20,27,10,15,17,20,12,13,9,22,18,18,24,22,17,22,21,18,8,15,22,23,19,13,23,17,17,17,19,14,23,13,22,19,16,22,20,20,20,13,22,22,26,22,25,19,16,15,17,23,21,20,25,19,19,21,18,12,24,19,15,24,22,20,18,26,14,25,25,17,30,28,23,18,20,25,37,26,37,34,31,37,43,49,33,36,33,32,31,37,39,35,34,40,41,34,37,27,27,30,23,27,22,27,34,27,26,32,26,28,18,30,24,28,32,26,22,32,30,43,31,40,22,32,30,35,22,24,18,10,9,8,6,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
99,0,0,1,0,1,2,0,1,1,1,0,1,5,9,8,5,6,14,7,11,11,17,15,11,8,14,9,14,14,12,20,10,13,17,14,10,12,12,16,11,14,9,13,19,18,10,10,14,15,16,12,18,22,17,9,14,10,22,21,11,10,14,15,18,23,21,22,17,32,25,16,14,26,19,15,13,24,20,17,24,35,21,24,26,40,25,27,28,28,33,39,29,35,39,41,38,29,35,40,32,30,49,35,37,41,57,39,32,50,49,52,33,48,46,20,48,38,35,35,38,24,41,46,39,28,32,29,33,40,39,31,34,33,29,32,26,32,27,24,22,30,23,25,28,21,39,28,22,30,27,27,13,28,33,26,37,34,35,21,24,33,36,38,23,32,29,41,29,33,42,36,35,39,45,32,33,46,21,28,37,36,33,43,39,28,34,44,20,31,39,55,53,51,39,26,37,31,45,38,42,40,60,87,63,84,81,46,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
100,0,0,1,0,0,0,0,0,1,3,5,2,8,9,9,14,13,7,8,15,15,23,18,17,20,15,11,24,15,21,17,13,18,24,16,9,13,15,13,13,15,15,16,11,13,13,15,26,21,16,22,27,17,28,26,15,13,20,18,18,25,22,28,22,31,24,36,39,33,39,27,36,35,32,34,31,33,35,26,40,35,26,28,32,33,36,32,36,45,38,34,45,48,45,53,48,36,45,45,55,46,41,42,43,36,53,44,46,37,57,56,43,50,45,41,50,50,43,40,34,43,38,39,41,47,38,40,46,36,29,43,39,36,37,33,36,38,23,20,26,35,27,24,20,23,24,33,21,27,21,24,18,33,18,31,23,24,21,23,23,23,13,19,21,22,17,27,28,15,11,22,19,17,24,15,21,23,20,15,25,33,28,28,36,29,45,39,32,31,46,30,27,38,27,37,29,43,45,37,45,40,34,30,29,17,12,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
101,0,0,0,0,0,0,0,0,2,1,0,1,5,5,4,3,3,10,8,12,8,11,13,20,15,19,17,13,20,16,23,25,18,18,18,13,14,18,11,21,6,11,13,11,18,20,19,24,15,17,19,29,25,20,19,25,24,23,27,22,34,19,43,31,31,28,29,40,37,41,40,40,33,38,23,34,37,41,29,30,40,34,38,43,36,23,34,30,33,39,34,38,47,44,35,36,38,42,46,44,39,42,40,37,32,37,48,46,41,38,36,52,36,53,44,51,46,45,47,43,32,43,37,35,46,53,57,55,60,37,27,44,27,46,34,38,19,32,37,32,34,29,26,26,36,28,17,24,27,23,28,26,22,21,18,27,15,18,19,17,20,22,20,30,18,23,26,18,22,23,16,14,20,21,30,12,19,20,24,26,32,25,19,28,30,31,32,34,29,30,31,44,37,31,29,24,34,32,51,47,39,46,33,33,28,12,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
102,0,0,0,1,0,0,0,1,1,2,5,3,8,11,8,11,11,18,15,12,23,23,13,16,23,20,13,16,14,14,14,24,23,14,22,20,19,14,16,16,16,19,17,16,12,21,15,17,20,21,32,23,17,27,17,21,19,17,20,23,25,40,26,25,29,15,31,23,26,27,29,38,26,30,35,29,47,29,28,33,26,35,29,32,41,32,33,25,22,34,24,28,35,54,42,43,44,46,45,32,33,49,38,42,41,47,56,43,65,59,49,48,62,64,61,57,58,62,43,58,53,52,48,39,39,42,42,35,50,38,35,30,29,36,35,26,37,29,31,30,28,24,19,23,20,25,36,25,23,25,20,21,23,24,21,23,18,22,17,20,21,21,31,21,19,30,22,19,30,29,15,28,23,20,23,24,15,16,21,21,24,22,15,31,25,22,29,34,34,25,37,44,41,43,44,41,31,36,35,27,26,14,27,17,19,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
103,0,0,0,1,0,0,0,0,4,2,6,4,7,9,10,20,7,7,19,15,18,11,15,13,18,14,12,14,26,24,20,19,24,11,16,9,21,16,11,15,15,28,10,13,16,13,17,18,14,17,11,16,17,16,18,24,20,23,25,19,19,16,17,28,27,27,32,32,27,35,32,25,24,36,30,38,43,29,29,42,36,45,32,32,26,34,25,36,49,30,40,36,47,43,39,44,46,43,58,56,42,43,36,44,45,50,49,39,44,45,47,52,39,51,56,60,57,44,56,42,43,43,56,55,48,48,39,33,43,38,26,30,33,29,29,23,30,19,32,29,29,25,37,29,32,29,28,27,20,24,18,25,29,21,29,18,27,28,21,23,19,30,25,22,22,22,22,18,20,18,20,15,31,12,16,29,26,29,28,23,27,15,28,32,33,29,35,38,29,33,39,35,32,54,47,40,37,43,31,38,28,14,15,18,11,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
104,0,0,0,0,0,0,1,0,0,5,4,0,5,5,5,10,5,13,15,9,11,12,12,10,10,11,10,15,10,7,13,10,10,14,10,12,15,18,13,11,16,16,13,14,25,15,27,21,21,27,19,26,26,17,20,21,19,30,15,23,32,19,23,30,21,17,24,23,17,20,23,22,18,16,19,22,23,16,21,23,17,28,28,26,23,24,25,27,26,34,27,44,32,35,35,38,37,46,40,40,45,46,48,38,22,50,44,40,39,51,57,40,48,39,35,29,46,35,37,32,46,28,37,30,28,28,31,28,26,31,31,26,31,27,35,34,31,26,37,27,35,29,24,27,29,35,26,35,24,41,28,24,30,29,37,22,32,25,21,18,24,37,25,31,28,23,28,36,21,32,35,37,36,35,32,26,34,37,37,42,32,37,30,40,47,42,43,49,42,25,22,25,30,32,29,32,32,34,34,46,46,51,54,74,94,77,49,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
105,0,1,0,0,0,1,2,1,0,2,3,7,9,6,10,11,7,16,15,14,12,22,20,16,20,12,20,18,17,17,24,22,17,14,19,17,15,17,18,14,20,20,20,14,18,19,19,12,20,16,22,16,18,26,29,15,21,17,21,22,24,22,20,24,17,29,25,38,34,46,28,33,35,41,37,19,31,36,33,40,28,27,31,28,37,28,44,38,36,39,35,40,39,54,48,53,38,43,33,52,50,43,47,46,56,43,51,47,55,66,53,57,51,47,63,62,57,55,38,30,32,42,43,43,33,39,35,34,47,43,35,41,29,27,31,27,38,26,25,31,18,27,26,24,23,22,26,23,16,15,23,28,15,16,27,23,20,32,23,18,17,25,16,22,20,23,12,15,16,26,20,19,27,12,19,22,27,11,18,19,16,12,27,30,27,32,33,44,34,25,36,43,36,32,27,43,51,36,42,41,41,32,14,21,21,18,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
106,0,0,1,0,0,0,0,2,0,1,0,3,1,2,1,3,6,5,7,11,8,11,13,18,10,13,13,11,18,10,16,18,16,17,14,18,20,19,6,11,18,11,12,9,12,20,12,14,11,13,15,6,20,13,20,14,16,14,17,12,17,30,16,20,9,19,16,15,20,15,21,22,12,25,22,25,24,25,34,23,28,29,23,27,25,20,28,23,28,38,34,29,38,32,39,36,40,35,49,31,35,30,48,38,29,44,50,40,41,48,46,47,48,54,46,42,39,46,42,36,34,36,30,29,36,26,37,39,30,31,34,35,26,32,33,31,22,29,26,28,31,21,28,28,27,28,28,31,22,24,28,25,28,22,27,29,32,31,34,29,24,30,31,44,34,40,37,39,34,38,35,48,33,28,24,23,29,34,42,22,34,33,34,35,37,27,38,30,42,40,34,36,38,32,40,50,69,43,49,56,47,44,66,72,97,101,34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
107,0,0,0,0,0,0,0,0,0,0,1,3,5,3,6,3,7,6,5,7,2,9,17,12,16,9,16,17,17,22,20,20,13,17,10,21,17,12,24,16,22,21,11,18,17,18,11,14,26,21,30,16,29,20,19,25,31,16,22,16,20,22,18,16,26,24,18,32,20,17,24,25,17,25,24,14,17,19,30,26,34,26,33,28,29,39,30,35,39,43,34,33,37,53,40,39,40,41,54,37,32,40,40,44,36,35,39,43,42,65,61,58,55,53,42,45,39,44,36,30,25,33,37,25,26,32,36,28,38,23,35,29,17,25,32,19,20,31,35,20,21,20,25,26,24,28,29,34,21,33,24,32,15,27,33,15,27,25,21,20,28,30,27,27,30,27,40,32,33,32,28,42,37,31,24,27,32,28,21,28,23,33,33,34,28,24,35,37,36,30,39,25,27,49,43,47,31,46,40,41,43,51,41,56,99,80,40,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
108,1,0,0,0,0,0,0,0,2,0,3,1,3,2,0,2,4,9,7,5,4,6,3,3,6,8,3,7,5,6,3,7,4,7,3,9,6,3,3,9,3,11,6,18,15,9,13,11,21,22,22,47,50,39,29,17,16,24,19,20,21,25,17,22,20,20,19,19,21,16,13,15,21,17,22,17,31,23,19,23,23,15,17,29,30,21,13,23,19,24,25,35,45,61,42,54,45,45,42,47,41,36,27,37,33,37,58,58,68,59,57,59,94,80,67,69,63,71,58,53,47,48,55,58,46,41,37,30,48,47,42,36,40,44,36,29,41,39,39,34,26,21,29,33,32,26,25,23,32,26,28,30,30,27,24,34,26,21,25,28,29,34,37,33,29,30,39,32,28,34,34,24,24,20,24,25,19,24,34,26,28,31,18,36,35,35,40,38,42,45,51,49,58,36,40,43,36,30,33,24,30,30,27,14,12,10,11,2,3,6,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
109,0,0,0,0,0,0,0,1,0,2,0,1,3,5,3,6,7,10,11,9,7,5,6,3,7,5,3,3,5,3,4,2,4,0,4,3,8,4,3,7,7,7,6,12,5,15,8,24,15,21,29,38,21,24,25,30,20,23,29,18,23,12,23,20,21,23,17,20,20,22,23,13,20,25,20,16,26,15,23,28,22,22,29,27,23,17,36,30,24,26,37,41,31,42,41,48,58,63,36,48,47,42,44,43,48,58,53,48,53,59,62,91,88,66,67,64,42,58,53,43,32,41,45,44,44,44,40,33,38,46,27,38,42,35,28,31,29,35,37,33,33,31,31,32,38,31,32,21,23,37,31,35,26,42,33,31,29,32,24,25,29,26,26,36,22,39,21,29,33,36,28,26,29,30,32,28,22,24,28,27,30,26,24,32,19,37,44,44,44,51,59,52,44,44,44,29,37,25,30,26,40,31,25,18,7,6,8,8,3,8,10,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
110,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,1,1,2,2,1,1,0,1,2,0,0,5,1,5,4,3,2,7,3,3,6,4,7,8,11,9,13,13,15,20,20,28,39,30,35,39,40,30,33,19,33,22,15,17,10,9,15,14,13,12,14,15,16,20,12,10,15,17,18,30,12,26,11,30,24,16,19,22,22,24,32,36,41,44,38,43,32,35,35,43,36,37,36,34,37,27,29,29,38,30,42,45,39,53,50,78,63,64,47,42,49,56,50,47,38,39,51,30,42,41,44,35,46,38,39,44,33,48,39,36,38,29,42,42,35,33,39,44,56,51,40,37,34,40,32,26,39,25,36,39,31,38,42,35,38,43,30,33,39,22,35,26,27,25,29,36,36,46,36,31,24,49,40,35,39,51,44,38,44,42,55,53,43,40,50,46,38,45,52,40,46,36,37,33,28,10,10,6,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
111,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,2,2,1,0,4,1,4,0,0,2,4,5,3,5,2,3,2,9,2,10,5,4,3,10,8,11,12,9,12,9,24,21,19,23,35,32,36,32,42,30,24,23,19,15,16,19,24,13,15,16,12,11,10,21,12,22,19,14,24,20,15,21,18,26,21,29,31,31,39,56,35,57,46,44,48,35,47,43,27,27,29,43,32,27,42,42,46,41,34,36,38,41,34,35,35,40,53,62,49,74,52,33,38,57,46,43,35,36,43,40,46,36,29,38,39,31,31,36,52,37,40,37,36,38,36,36,40,48,42,34,38,26,29,45,45,31,34,35,46,35,27,35,26,25,18,28,34,30,31,32,33,33,33,23,30,33,20,41,34,33,47,34,35,48,32,41,38,50,36,51,47,47,56,42,47,44,45,35,49,55,55,43,40,24,14,15,16,14,12,6,4,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
112,0,1,1,0,0,0,3,0,0,0,0,0,4,5,4,1,4,6,9,7,11,5,8,12,11,4,6,2,7,6,4,2,3,4,7,12,11,6,11,11,7,7,8,12,9,13,13,8,12,14,14,11,16,17,17,12,16,17,22,15,10,12,25,21,17,24,27,25,24,24,21,20,14,17,15,13,13,23,23,20,29,40,35,36,36,33,28,26,27,31,24,20,28,18,29,26,26,20,25,22,34,28,37,36,34,32,35,19,42,33,35,57,37,47,53,43,45,48,50,71,63,72,61,53,46,39,54,54,52,46,48,62,43,42,55,54,44,45,45,43,57,38,43,39,46,39,43,35,45,46,44,50,42,45,39,50,35,38,38,31,41,42,41,36,34,29,40,38,34,36,30,44,37,34,31,33,33,21,25,36,28,30,24,21,28,28,37,44,44,61,37,32,36,43,56,39,58,34,50,34,29,14,7,1,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
113,0,0,1,1,2,0,0,0,1,1,1,1,0,1,3,3,6,5,9,7,8,4,5,7,7,4,5,3,0,0,2,4,4,4,8,5,2,5,9,8,9,5,8,6,10,18,11,14,15,9,14,13,14,20,21,19,13,20,20,10,9,18,16,15,11,12,8,14,24,24,16,19,9,17,16,10,11,17,9,20,27,33,28,31,28,19,22,31,26,28,27,27,33,30,22,27,26,28,30,32,34,37,34,34,34,44,40,35,37,44,45,46,45,49,58,50,51,57,92,89,71,60,52,43,49,39,35,22,54,39,30,34,36,28,44,37,29,45,47,43,44,37,57,40,37,37,30,45,58,39,49,57,41,37,41,41,32,29,39,33,44,34,45,36,56,49,40,49,42,38,54,45,43,38,48,35,39,47,50,29,46,39,39,55,25,24,39,38,41,49,53,56,49,60,58,36,33,31,22,26,13,11,6,0,7,2,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
114,1,0,0,0,0,2,0,1,0,0,1,1,0,6,5,5,4,7,17,4,12,6,7,6,6,6,4,3,3,2,5,6,7,6,8,5,8,10,10,6,5,9,9,10,5,11,7,12,11,12,17,12,15,10,17,13,8,18,15,17,9,12,31,17,25,34,11,19,20,23,20,17,27,27,17,19,25,25,16,22,22,26,28,25,16,16,21,22,17,21,21,23,20,24,14,28,27,26,23,29,26,25,35,31,37,26,32,34,34,39,45,35,38,49,38,37,48,43,57,45,76,45,58,39,37,38,50,39,47,44,39,44,46,38,46,46,43,63,51,47,51,50,48,46,41,45,50,57,61,52,53,47,50,46,34,44,48,41,54,49,44,41,38,40,32,34,49,40,39,38,42,31,30,37,36,37,33,30,20,40,28,29,36,39,34,39,46,40,37,33,54,59,68,69,52,46,64,44,25,26,24,10,6,9,4,2,4,0,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
